Date,Ticker,Close
2024-11-01,0P00018CRD.IR,94.9610366821289
2024-11-04,0P00018CRD.IR,95.0160140991211
2024-11-05,0P00018CRD.IR,94.98185729980469
2024-11-06,0P00018CRD.IR,95.0805435180664
2024-11-07,0P00018CRD.IR,95.06253814697266
2024-11-08,0P00018CRD.IR,95.17764282226562
2024-11-11,0P00018CRD.IR,95.2686996459961
2024-11-12,0P00018CRD.IR,95.28694152832031
2024-11-13,0P00018CRD.IR,95.27252197265625
2024-11-14,0P00018CRD.IR,95.3124008178711
2024-11-15,0P00018CRD.IR,95.28055572509766
2024-11-18,0P00018CRD.IR,95.29183959960938
2024-11-19,0P00018CRD.IR,95.25940704345703
2024-11-20,0P00018CRD.IR,95.27632904052734
2024-11-21,0P00018CRD.IR,95.2662124633789
2024-11-22,0P00018CRD.IR,95.28453826904297
2024-11-25,0P00018CRD.IR,95.39151763916016
2024-11-26,0P00018CRD.IR,95.44525146484375
2024-11-27,0P00018CRD.IR,95.43132019042969
2024-11-28,0P00018CRD.IR,95.48389434814453
2024-11-29,0P00018CRD.IR,95.56375122070312
2024-12-02,0P00018CRD.IR,95.63805389404297
2024-12-03,0P00018CRD.IR,95.6985092163086
2024-12-04,0P00018CRD.IR,95.76883697509766
2024-12-05,0P00018CRD.IR,95.86113739013672
2024-12-06,0P00018CRD.IR,95.93843078613281
2024-12-09,0P00018CRD.IR,96.02840423583984
2024-12-10,0P00018CRD.IR,96.03321075439453
2024-12-11,0P00018CRD.IR,96.07086181640625
2024-12-12,0P00018CRD.IR,96.0450668334961
2024-12-13,0P00018CRD.IR,96.01256561279297
2024-12-16,0P00018CRD.IR,96.06522369384766
2024-12-17,0P00018CRD.IR,96.06356048583984
2024-12-18,0P00018CRD.IR,96.05974578857422
2024-12-19,0P00018CRD.IR,95.94879150390625
2024-12-20,0P00018CRD.IR,95.95692443847656
2024-12-23,0P00018CRD.IR,95.97209167480469
2024-12-27,0P00018CRD.IR,96.02317810058594
2024-12-30,0P00018CRD.IR,96.07135772705078
2024-12-31,0P00018CRD.IR,96.07324981689453
2025-01-02,0P00018CRD.IR,96.10602569580078
2025-01-03,0P00018CRD.IR,96.11421966552734
2025-01-06,0P00018CRD.IR,96.11827850341797
2025-01-07,0P00018CRD.IR,96.12088775634766
2025-01-08,0P00018CRD.IR,96.08018493652344
2025-01-09,0P00018CRD.IR,96.0750503540039
2025-01-10,0P00018CRD.IR,96.05082702636719
2025-01-13,0P00018CRD.IR,96.02931213378906
2025-01-14,0P00018CRD.IR,96.02723693847656
2025-01-15,0P00018CRD.IR,96.1799545288086
2025-01-16,0P00018CRD.IR,96.27684020996094
2025-01-17,0P00018CRD.IR,96.37823486328125
2025-01-20,0P00018CRD.IR,96.44288635253906
2025-01-21,0P00018CRD.IR,96.54625701904297
2025-01-22,0P00018CRD.IR,96.58128356933594
2025-01-23,0P00018CRD.IR,96.58758544921875
2025-01-24,0P00018CRD.IR,96.59740447998047
2025-01-27,0P00018CRD.IR,96.64485168457031
2025-01-28,0P00018CRD.IR,96.623779296875
2025-01-29,0P00018CRD.IR,96.697265625
2025-01-30,0P00018CRD.IR,96.80522155761719
2025-01-31,0P00018CRD.IR,96.88824462890625
2025-02-03,0P00018CRD.IR,96.91426849365234
2025-02-04,0P00018CRD.IR,96.99882507324219
2025-02-05,0P00018CRD.IR,97.05797576904297
2025-02-06,0P00018CRD.IR,97.12830352783203
2025-02-07,0P00018CRD.IR,97.15802001953125
